,,,,,,,,
CONSEJO NACIONAL DE FIJACIÓN Y REVISIÓN DE PRECIOS DE MEDICAMENTOS DE USO Y CONSUMO HUMANO ,,,,,,,,
CONSOLIDADO DE PRECIOS TECHO ACTUALIZADO,,,,,,,,
,,,,,,,,
Resolución,Item,Sesión de Consejo,Principio Activo,Primer Nivel de Desagregación,Forma Farmacéutica,Concentración ,Presentación Comercial , Precio Techo (USD )  
Resolución 10 (Anexo A),1310,,MIDAZOLAM,LÍQUIDO PARENTERAL,LPA-02,5 mg / mL,10 ml,$7.3500
Resolución 10 (Anexo A),1309,,MIDAZOLAM,LÍQUIDO PARENTERAL,LPA-02,5 mg / mL,3 ml,$3.8300
Resolución 10 (Anexo A),1308,,MIDAZOLAM,LÍQUIDO PARENTERAL,LPA-02,1 mg / mL,5 ml,$2.2100
Medicamentos nuevos Consolidados,60,641,MIFAMURTIDA ,SÓLIDO PARENTERAL,SPA-04,4 mg    , -,"$2,815.2000"
Resolución 10 (Anexo A),1312,,MIGLUSTAT,SÓLIDO ORAL,SOR-01,100 mg,-,$186.1400
Resolución 10 (Anexo A),1313,,MILRINONA,LÍQUIDO PARENTERAL,LPA-02,1 mg / mL,-,$4.4030
Resolución 10 (Anexo A),1314,,MILTEFOSINA,SÓLIDO ORAL,SOR-01,10 mg,-,$3.4000
Resolución 10 (Anexo A),1315,,MILTEFOSINA,SÓLIDO ORAL,SOR-01,50 mg,-,$5.3600
Resolución 10 (Anexo A),1318,,MISOPROSTOL,SÓLIDO ORAL,SOR-01,200 mcg,-,$0.5000
Resolución 10 (Anexo A),1319,,MITOMICINA,SÓLIDO PARENTERAL,SPA-04,20 mg,-,$128.6600
Resolución 10 (Anexo A),1320,,MITOMICINA,SÓLIDO PARENTERAL,SPA-04,5 mg,-,$39.5100
Resolución 10 (Anexo A),1321,,MITOXANTRONA,LÍQUIDO PARENTERAL,LPA-02,2 mg / mL,-,$8.5900
Resolución 10 (Anexo A),1322,,MOMETASONA,LÍQUIDO PARA INHALACIÓN,LNA-01,50 mcg/dosis,-,$0.1200
Resolución 10 (Anexo A),1326,,MONONITRATO DE ISOSORBIDA,SÓLIDO ORAL,SOR-01,20 mg,-,$0.3800
Resolución 16-2017,46,669,MONTELUKAST,SÓLIDO ORAL,SOR-01,4 mg,-,$0.8000
Resolución 16-2017,47,669,MONTELUKAST,SÓLIDO ORAL,SOR-01,5 mg,-,$0.5350
Resolución 16-2017,48,669,MONTELUKAST,SÓLIDO ORAL,SOR-01,10 mg,-,$1.2100
STFP-01-693-2020,,693,MONTELUKAST, SÓLIDO ORAL , SOR-06 , 4 mg ,  - ,$0.9419
Resolución 10 (Anexo A),1332,,MORFINA,SÓLIDO ORAL,SOR-02,10 mg,-,$0.9400
Resolución 10 (Anexo A),1334,,MORFINA,SÓLIDO ORAL,SOR-02,30 mg,-,$1.6900
Resolución 10 (Anexo A),1335,,MORFINA,SÓLIDO ORAL,SOR-02,60 mg,-,$2.9400
Resolución 10 (Anexo A),1330,,MORFINA,LÍQUIDO PARENTERAL,LPA-02,10 mg / mL,-,$1.6600
Resolución 10 (Anexo A),1331,,MORFINA,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,-,$3.5800
STFP-01-693-2020,,693,MORFINA, SÓLIDO ORAL , SOR-01 , 20 mg ,-,$0.1022
STFP-022-683-2018,,683,MORFINA,LÍQUIDO ORAL,LOR-01,20 mg / ml, -,$0.4417
STFP-023-683-2018,,683,MORFINA,LÍQUIDO ORAL,LOR-01,2 mg / ml, -,$0.0620
Resolución 16-2017,49,669,MOXIFLOXACINO,SÓLIDO ORAL,SOR-01,400 mg,-,$7.5500
Resolución 16-2017,50,669,MOXIFLOXACINO,LÍQUIDO OFTÁLMICO,SOLUCIÓN OFTÁLMICA,"0,5% (5 mg/ml)", -,$2.6560
Resolución 10 (Anexo A),1336,,"MULTIENZIMAS (PANCREATINA: AMILASA, LIPASA, PROTEASA)",SÓLIDO ORAL,SOR-01,"150 mg (8 000 UI, 10 000 UI, 600 UI)",-,$0.6300
Resolución 10 (Anexo A),1339,,"MULTIVITAMINAS CON MINERALES: 
•TIAMINA (VITAMINA B1)
•NICOTINAMIDA (VITAMINA B3)
•PIRIDOXINA (VITAMINA B6)
•CIANICOBALAMINA (VITAMINA B12)
•ÁCIDO ASCÓRBICO (VITAMINA C)
•VITAMINA A
•ZINC",LÍQUIDO ORAL,LOR-01,ND,-,$0.0188
STFP-013-715-2022,,715,NAB - PACLITAXEL,SÓLIDO PARENTERAL,SPA-04,100 mg,-,"$1,107.7999"
Resolución 10 (Anexo A),1346,,NALOXONA,LÍQUIDO PARENTERAL,LPA-02,"0,4 mg / mL",-,$9.8500
STFP-01-688-2019,,688,NATALIZUMAB,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml, -,$81.6363
Resolución 10 (Anexo A),1357,,NEBIVOLOL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.6300
STFP-002-755-2024,,755,NEBIVOLOL,SÓLIDO ORAL,SOR-01,10 mg,-,$1.2100
STFP-002-756-2024,,756,NEBIVOLOL,SÓLIDO ORAL,SOR-01,"2,5 mg",-,$0.5800
Resolución 10 (Anexo A),1359,,NELFINAVIR,SÓLIDO ORAL,SOR-01,250 mg,-,$2.4400
Resolución 10 (Anexo A),1358,,NELFINAVIR,SÓLIDO ORAL,SOR-06,50 mg/g,144 g,$83.1200
Resolución 10 (Anexo A),1360,,NEOSTIGMINA,LÍQUIDO PARENTERAL,LPA-02,0.5 mg / mL,-,$0.6800
STFP-003-774-2026,,774,NERATINIB,SÓLIDO ORAL,SOR-01,40 mg,-,$22.3114
Resolución 10 (Anexo A),1364,,NEVIRAPINA,SÓLIDO ORAL,SOR-01,200 mg,-,$1.3900
Resolución 10 (Anexo A),1363,,NEVIRAPINA,LÍQUIDO ORAL,LOR-04,10 mg/ml,-,$0.6400
Resolución 10 (Anexo A),1365,,NIFEDIPINA,SÓLIDO ORAL,SOR-01,10 mg,-,$0.1300
Resolución 10 (Anexo A),1367,,NIFEDIPINA,SÓLIDO ORAL,SOR-02,20 mg,-,$1.2600
Resolución 10 (Anexo A),1368,,NIFEDIPINA,SÓLIDO ORAL,SOR-02,30 mg,-,$1.6800
Resolución 10 (Anexo A),1369,,NIFEDIPINA,SÓLIDO ORAL,SOR-02,60 mg,-,$2.4700
Resolución 10 (Anexo A),1370,,NILOTINIB,SÓLIDO ORAL,SOR-01,150 mg,-,$41.5700
Resolución 10 (Anexo A),1371,,NILOTINIB,SÓLIDO ORAL,SOR-01,200 mg,-,$50.8600
Resolución 10 (Anexo A),1373,,NIMODIPINA,SÓLIDO ORAL,SOR-01,30 mg,-,$0.4200
Resolución 10 (Anexo A),1374,,NIMODIPINA,SÓLIDO ORAL,SOR-01,60 mg,-,$0.8300
Resolución 10 (Anexo A),1375,,NIMODIPINA,SÓLIDO ORAL,SOR-02,120 mg,-,$2.6300
STFP-011-683-2018,,683,NIMODIPINA,LÍQUIDO PARENTERAL,LPA-02,"0,2 mg / ml", -,$0.7037
Resolución 10 (Anexo A),1372,,NIMODIPINA,LÍQUIDO ORAL,LOR-01,4%,15 ml,$11.8300
STLM 31 663, -,663,NINTEDANIB,SÓLIDO ORAL,SOR-01,100 mg ,-,$53.0700
STLM 31 663, - ,663,NINTEDANIB,SÓLIDO ORAL,SOR-01,150 mg,-,$71.4800
Resolución 10 (Anexo A),1378,,NISTATINA,LÍQUIDO ORAL,LOR-01,100 000 UI/ml,120 ml,$12.7800
Resolución 10 (Anexo A),1376,,NISTATINA,LÍQUIDO ORAL,LOR-01,100 000 UI/ml,30 ml,$2.1500
Resolución 10 (Anexo A),1377,,NISTATINA,LÍQUIDO ORAL,LOR-01,100 000 UI/ml,60 ml,$4.2900
Resolución 10 (Anexo A),1379,,NISTATINA + ÓXIDO DE ZINC,SEMISÓLIDO CUTÁNEO,SSC-01,(100.000 UI + 200 mg)/g, -,$0.1517
Resolución 10 (Anexo A),1385,,NITROFURANTOINA,SÓLIDO ORAL,SOR-01,100 mg,-,$0.2400
Resolución 10 (Anexo A),1386,,NITROFURANTOINA,SÓLIDO ORAL,SOR-02,100 mg,-,$0.2800
Resolución 10 (Anexo A),1389,,NITROFURANTOINA,LÍQUIDO ORAL,LOR-01,5 mg / mL,-,$0.0408
Resolución 10 (Anexo A),1390,,NITROPRUSIATO SÓDICO,SÓLIDO PARENTERAL,SPA-04,50 mg,-,$11.7600
STFP-001-778-2026,,778,NITROPRUSIATO SÓDICO,LÍQUIDO PARENTERAL,LPA-02,"50 mg/2 mL 
(25 mg/mL)",-,$11.3765
STFP-006-752-2024,,752,NIVOLUMAB,LÍQUIDO PARENTERAL,LPA-02,10 mg/ml,-,$122.0563
Resolución 10 (Anexo A),1391,,NOREPINEFRINA,LÍQUIDO PARENTERAL,LPA-02,1 mg / mL,-,$2.7300
Anticonceptivo,23,671,NORETISTERONA + ESTRADIOL,LÍQUIDO PARENTERAL,LPA-02,( 50 mg +  5 mg  ) / mL,ampolla,$5.0700
Medicamentos nuevos Consolidados,113,661,OBINUTUZUMAB,LÍQUIDO PARENTERAL,LPA-02,1000 mg / 40 mL, -,"$3,369.0300"
STFP-001-698-2021,,698,OCRELIZUMAB,LÍQUIDO PARENTERAL,LPA-02,30 mg/ml,-,$620.4916
STFP-002-769-2025,,769,OCRELIZUMAB,LÍQUIDO PARENTERAL,LPA-02,40 mg/mL,-,$324.2206
Resolución 10 (Anexo A),1395,,OCTREOTIDA,LÍQUIDO PARENTERAL,LPA-02,"0,1 mg/ml",-,$24.5100
Resolución 10 (Anexo A),1396,,OCTREOTIDA,SÓLIDO PARENTERAL,SPA-04,20 mg,-,"$1,896.7000"
Medicamentos nuevos Consolidados,110,661,OCTREOTIDA,SÓLIDO PARENTERAL,SPA-04,30 mg, -,"$2,004.8900"
STFP-005-722-2022,,722,OFATUMUMAB,LÍQUIDO PARENTERAL,LPA-02,"20 mg/0,4 ml",-,"$1,461.5400"
Resolución 10 (Anexo A),1400,,OLANZAPINA,SÓLIDO ORAL,SOR-01,10 mg,-,$7.1600
Resolución 10 (Anexo A),1401,,OLANZAPINA,SÓLIDO ORAL,SOR-01,5 mg,-,$6.8200
Resolución 10 (Anexo A),1399,,OLANZAPINA,SÓLIDO PARENTERAL,SPA-04,10 mg,-,$20.2800
STFP-008-710-2022,,710,OLAPARIB,SÓLIDO ORAL,SOR-01,100 mg,-,$46.6333
STFP-009-710-2022,,710,OLAPARIB,SÓLIDO ORAL,SOR-01,150 mg,-,$53.3813
STLM 51-669,,669,OLAPARIB,SÓLIDO ORAL,SOR-01,50 mg,-,$18.5700
Resolución 10 (Anexo A),1403,,OLIGOELEMENTOS,LÍQUIDO PARENTERAL,LPA-02,ND,10 ml,$5.9300
Resolución 10 (Anexo A),1402,,OLIGOELEMENTOS,LÍQUIDO PARENTERAL,LPA-02,ND,2 ml,$2.0100
Resolución 10 (Anexo A),1404,,OLMESARTÁN,SÓLIDO ORAL,SOR-01,20 mg,-,$0.9600
Resolución 16-2017,15,669,OLMESARTÁN,SÓLIDO ORAL,SOR-01,40 mg,-,$1.3800
Resolución 10 (Anexo A),173,,OLMESARTÁN + AMLODIPINA,SÓLIDO ORAL,SOR-01,20 mg + 5 mg,-,$1.3500
Resolución 16-2017,16,669,OLMESARTÁN + AMLODIPINO,SÓLIDO ORAL,SOR-01 /SOR-03,40 mg + 5 mg,-,$1.6800
Resolución 16-2017,17,669,OLMESARTÁN + AMLODIPINO,SÓLIDO ORAL,SOR-01 /SOR-03,40 mg + 10 mg,-,$1.7200
STFP-001-741-2024,,741,OLMESARTÁN + AMLODIPINO + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"20 mg +5 mg + 12,5 mg",-,$1.5200
STFP-002-741-2024,,741,OLMESARTÁN + AMLODIPINO + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"40 mg + 5 mg + 12,5 mg",-,$1.6527
STFP-003-741-2024,,741,OLMESARTÁN + AMLODIPINO + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,"40 mg + 10 mg + 12,5 mg",-,$1.1962
STFP-004-741-2024,,741,OLMESARTÁN + AMLODIPINO + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,40 mg + 5 mg + 25 mg,-,$1.5607
STFP-005-741-2024,,741,OLMESARTÁN + AMLODIPINO + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,40 mg + 10 mg+ 25 mg,-,$1.7370
Resolución 16-2017,18,669,OLMESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01 /SOR-03,"40 mg + 12,5 mg",-,$1.3900
Resolución 16-2017,52,669,OLMESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01 /SOR-03,"20 mg + 12,5 mg",-,$1.1200
Resolución 16-2017,89,669,OLMESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01 /SOR-03,40 mg + 25 mg,-,-
STFP-007-739-2024,,739,OLMESARTÁN + HIDROCLOROTIAZIDA,SÓLIDO ORAL,SOR-01,40 mg + 25 mg,-,$1.2256
Medicamentos nuevos Consolidados,96,641,OLODATEROL,LÍQUIDO PARA INHALACIÓN,LOR-04,"0,0025 mg/11,05mg", -,$43.2000
STFP-002-716-2022,,716,OLOPATADINA, LÍQUIDO OFTÁLMICO ,LOF-01,"0,1%  -  (1 mg/ml)",-,$4.0421
STFP-003-716-2022,,716,OLOPATADINA, LÍQUIDO OFTÁLMICO ,LOF-01,"0,2%  -  (2 mg/ml)",-,$5.0488
Resolución 10 (Anexo A),1405,,OMALIZUMAB,SÓLIDO PARENTERAL,SPA-04,150 mg,150 mg,$511.4500
Resolución 10 (Anexo A),1407,,OMEPRAZOL,SÓLIDO ORAL,SOR-02,20 mg,-,$0.4400
Resolución 10 (Anexo A),1409,,OMEPRAZOL,SÓLIDO PARENTERAL,SPA-04,40 mg,-,$7.5431
Resolución 10 (Anexo A),1413,,ONDANSETRON,SÓLIDO ORAL,SOR-01,4 mg,-,$1.8200
Resolución 10 (Anexo A),1414,,ONDANSETRON,SÓLIDO ORAL,SOR-01,8 mg,-,$4.5500
Resolución 10 (Anexo A),1411,,ONDANSETRON,LÍQUIDO PARENTERAL,LPA-02,2 mg / mL,2 mL,$4.4700
Resolución 10 (Anexo A),1412,,ONDANSETRON,LÍQUIDO PARENTERAL,LPA-02,2 mg / mL,4 mL,$3.2300
STFP-002-757-2024,,757,ONDANSETRÓN,SÓLIDO ORAL,SOR-03,4 mg,,$1.8200
Resolución 10 (Anexo A),1416,,OSELTAMIVIR,SÓLIDO ORAL,SOR-01,75 mg,-,$3.2300
Resolución 10 (Anexo A),1417,,OXACILINA,SÓLIDO PARENTERAL,SPA-04,1000 mg,-,$1.2500
Resolución 10 (Anexo A),1418,,OXALIPLATINO,SÓLIDO PARENTERAL,SPA-04,100 mg,-,$342.8700
Resolución 10 (Anexo A),1419,,OXALIPLATINO,SÓLIDO PARENTERAL,SPA-04,50 mg,-,$182.3800
Resolución 10 (Anexo A),1420,,OXALIPLATINO,LÍQUIDO PARENTERAL,LPA-02,5mg/ml,-,$37.8690
Resolución 10 (Anexo A),1423,,OXCARBAZEPINA,SÓLIDO ORAL,SOR-01,600 mg,-,$1.2400
Resolución 10 (Anexo A),1425,,OXCARBAZEPINA,SÓLIDO ORAL,SOR-01,300 mg,-,$0.6100
Resolución 10 (Anexo A),1422,,OXCARBAZEPINA,LÍQUIDO ORAL,LOR-01,60 mg/ml,-,$0.1572
Resolución 10 (Anexo A),1426,,OXICODONA,SÓLIDO ORAL,SOR-02,5 mg,-,$1.0700
Resolución 10 (Anexo A),1427,,OXICODONA,SÓLIDO ORAL,SOR-02,10 mg,-,$2.1000
Resolución 10 (Anexo A),1428,,OXICODONA,SÓLIDO ORAL,SOR-02,20 mg,-,$4.1900
Resolución 10 (Anexo A),1429,,OXICODONA,SÓLIDO ORAL,SOR-02,40 mg,-,$8.3300
Medicamentos nuevos Consolidados,97,657,ÓXIDO NITRICO,GAS PARA INHALACIÓN,GAN-01,800 ppm , -,$2.3500
Resolución 10 (Anexo A),1444,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","0,542 Kg (0,4 M3)",$2.4080
Resolución 10 (Anexo A),1443,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","0,921 Kg (0,68 M3)",$4.0900
Resolución 10 (Anexo A),1442,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","1,354 Kg (1 M3)",$6.0200
Resolución 10 (Anexo A),1436,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","10 Kg (7,38 M3)",$44.4600
Resolución 10 (Anexo A),1435,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","10,832 Kg (8 M3)",$48.1600
Resolución 10 (Anexo A),1434,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","13,54 Kg (10 M3)",$60.2000
Resolución 10 (Anexo A),1433,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %",170 Kg,$755.8300
Resolución 10 (Anexo A),1432,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %",190 Kg,$844.7600
Resolución 10 (Anexo A),1441,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","2,86 Kg (2 M3)",$12.0400
Resolución 10 (Anexo A),1431,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %",200 Kg,$889.2200
Resolución 10 (Anexo A),1440,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","4,062 Kg (3 M3)",$18.0600
Resolución 10 (Anexo A),1439,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","5,416 Kg (4 M3)",$24.0800
Resolución 10 (Anexo A),1430,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %",700 Kg,"$3,112.2600"
Resolución 10 (Anexo A),1438,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","8,124 Kg (6 M3)",$36.1200
Resolución 10 (Anexo A),1437,,OXÍGENO,GAS PARA INHALACIÓN,GAN-01,"PUREZA NO MENOR AL 99,5 %","9,478 Kg (7 M3)",$42.1400
Resolución 10 (Anexo A),1446,,OXITOCINA,LÍQUIDO PARENTERAL,LPA-02,10 UI/ml,-,$0.6500
Resolución 10 (Anexo A),1447,,PACLITAXEL,LÍQUIDO PARENTERAL,LPA-02,6mg/ml,-,$13.0104
STFP-001-728-2023,,728,PALBOCICLIB,SÓLIDO ORAL,SOR-01,75 mg,-,$169.2304
STFP-002-728-2023,,728,PALBOCICLIB,SÓLIDO ORAL,SOR-01,100 mg,-,$179.0541
STFP-003-728-2023,,728,PALBOCICLIB,SÓLIDO ORAL,SOR-01,125 mg,-,$191.5714
Medicamentos nuevos Consolidados,115,663,PALIPERIDONA,LÍQUIDO PARENTERAL,LPA-02,100 mg/ml, -,$364.5100
Resolución 10 (Anexo A),1448,,PALIVIZUMAB,SÓLIDO PARENTERAL,SPA-04,50 mg,50 mg,$970.5900
Resolución 10 (Anexo A),1449,,PALONOSETRON,LÍQUIDO PARENTERAL,LPA-02,"0,25 mg/5 ml", -,$106.2100
Resolución 10 (Anexo A),1450,,PANCURONIO,LÍQUIDO PARENTERAL,LPA-02,2 mg/ml,-,$0.5950
Resolución 10 (Anexo A),1451,,PANITUMUMAB,LÍQUIDO PARENTERAL,LPA-02,20 mg/ml,-,$239.1300
Resolución 10 (Anexo A),1457,,"PAPILOMAVIRUS (TIPOS HUMANOS 6,11,16,18)",LÍQUIDO PARENTERAL,LPA-02,ND,"0,5 ml",$187.4600
STFP-001-740-2024,,740,"PAPILOMAVIRUS (TIPOS HUMANOS 6,11,16,18, 31, 33, 45, 52, 58)",LÍQUIDO PARENTERAL,LPA-02,"30 mcg + 40 mcg + 60 mcg + 40 mcg + 20 mcg + 20 mcg + 20 mcg +20 mcg + 20 mcg)/0,5 ml","0,5 ml",$163.2721
Resolución 10 (Anexo A),1458,,"PAPILOMAVIRUS(TIPOS HUMANOS 16,18)",LÍQUIDO PARENTERAL,LPA-02,ND,"0,5 ml",$179.8600
Resolución 10 (Anexo A),1472,,PARACETAMOL,SÓLIDO RECTAL,SRE-01,300 mg,-,$0.2300
Resolución 10 (Anexo A),1476,,PARACETAMOL,SÓLIDO ORAL,SOR-01,500 mg,-,$0.0500
Resolución 10 (Anexo A),1459,,PARACETAMOL,LÍQUIDO ORAL,LOR-01,100 mg/ml,-,$0.0900
Resolución 10 (Anexo A),1462,,PARACETAMOL,LÍQUIDO ORAL,LOR-01,120 mg/5 ml,-,$0.0813
Resolución 10 (Anexo A),1465,,PARACETAMOL,LÍQUIDO ORAL,LOR-01,150 mg/5 ml,-,$0.0690
Resolución 10 (Anexo A),1468,,PARACETAMOL,LÍQUIDO ORAL,LOR-01,160 mg/5 ml,-,$0.0825
Resolución 10 (Anexo A),1470,,PARACETAMOL,LÍQUIDO PARENTERAL,LPA-02,10mg/ml,-,$0.1160
STFP-12-659,,659,PARACETAMOL,SÓLIDO ORAL,CÁPSULA BLANDA,500 mg,-,$0.2200
Resolución 10 (Anexo A),1485,,PARICALCITOL,SÓLIDO ORAL,SOR-01,2 mcg,-,$14.0900
Resolución 10 (Anexo A),1486,,PARICALCITOL,SÓLIDO ORAL,SOR-01,1 mcg,-,$7.0000
Resolución 10 (Anexo A),1484,,PARICALCITOL,LÍQUIDO PARENTERAL,LPA-02,5 mcg/ml,-,$35.8100
Resolución 10 (Anexo A),1487,,PAROXETINA,SÓLIDO ORAL,TABLETA DE LIBERACIÓN PROLONGADA,"12,5 mg",-,$0.8500
Resolución 10 (Anexo A),1488,,PAROXETINA,SÓLIDO ORAL,TABLETA,20 mg,-,$1.1900
Resolución 10 (Anexo A),1489,,PAROXETINA,SÓLIDO ORAL,TABLETA,25 mg,-,$1.5800
STFP-001-715-2022,,715,PASIREOTIDA,SÓLIDO PARENTERAL,SPA-04,40 mg,-,"$1,956.3820"
STFP-02-715-2022,,715,PASIREOTIDA,SÓLIDO PARENTERAL,SPA-04,60 mg,-,"$2,392.1384"
STFP-03-715-2022,,715,PASIREOTIDA,LÍQUIDO PARENTERAL,LPA-02,"0,3 mg/ml",-,$50.1765
Medicamentos nuevos Consolidados,98,639,PASIREOTIDA,LÍQUIDO PARENTERAL,LPA-02,"0,6 mg/ml", -,$94.6500
Medicamentos nuevos Consolidados,99,639,PASIREOTIDA,LÍQUIDO PARENTERAL,LPA-02,"0,9 mg/ml", -,$98.7800
Resolución 10 (Anexo A),1490,,PAZOPANIB,SÓLIDO ORAL,SOR-01,200 mg,-,$34.6200
Resolución 10 (Anexo A),1491,,PAZOPANIB,SÓLIDO ORAL,SOR-01,400 mg,-,$39.1000
Resolución 10 (Anexo A),1492,,PEGFILGRASTIM,LÍQUIDO PARENTERAL,LPA-02,"6 mg / 0,6 mL - (10 mg / mL)",-,$831.8200
STFP-04-687-2019,,687,PEGINTERFERÓN ALFA- 2B,SÓLIDO PARENTERAL,SPA-04,100 mcg, -,$311.3620
STFP-018-684-2018,,684,PEMBROLIZUMAB,LÍQUIDO PARENTERAL,LPA-02,25 mg/ ml, -,"$1,000.0000"
Resolución 10 (Anexo A),1493,,PEMETREXED,SÓLIDO PARENTERAL,SPA-04,500 mg,-,"$2,206.2650"
STFP-004-764-2025,,764,PERINDOPRIL,SÓLIDO ORAL,SOR-01,5 mg,-,$0.8240
STFP-005-764-2025,,764,PERINDOPRIL,SÓLIDO ORAL,SOR-01,10 mg,-,$1.0784
Resolución 16-2017,117,671,PERINDOPRIL+ INDAPAMIDA ,SÓLIDO ORAL,SOR-01 /SOR-03,"2.5 mg + 0,625 mg",-,-
STFP-001-737-2023,,737,PERINDOPRIL+ INDAPAMIDA + AMLODIPINA,SÓLIDO ORAL,SOR-01,"5 mg + 1,25 mg + 5 mg",-,$1.0892
STFP-002-737-2023,,737,PERINDOPRIL+ INDAPAMIDA + AMLODIPINA,SÓLIDO ORAL,SOR-01,"5 mg + 1,25 mg + 10 mg",-,$1.1192
STFP-003-737-2023,,737,PERINDOPRIL+ INDAPAMIDA + AMLODIPINA,SÓLIDO ORAL,SOR-01,"10 mg + 2,5 mg + 5 mg",-,$1.2872
STFP-004-737-2023,,737,PERINDOPRIL+ INDAPAMIDA + AMLODIPINA,SÓLIDO ORAL,SOR-01,"10 mg + 2,5 mg + 10 mg",-,$1.4139
Resolución 10 (Anexo A),1495,,PERÓXIDO DE BENZOILO,SEMISÓLIDO CUTÁNEO,SSC-01,0.1,30 g,$4.7500
Resolución 10 (Anexo A),1497,,PERÓXIDO DE BENZOILO,SEMISÓLIDO CUTÁNEO,SSC-01,0.05,30 g,$4.7500
Resolución 10 (Anexo A),1496,,PERÓXIDO DE BENZOILO,SEMISÓLIDO CUTÁNEO,SSC-01,0.1,60 g,$6.8600
Resolución 10 (Anexo A),1498,,PERÓXIDO DE BENZOILO,SEMISÓLIDO CUTÁNEO,SSC-01,0.05,60 g,$6.8600
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),≤ 60 mL,$0.0123
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 60 mL - ≤ 120 mL,$0.0076
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 120 mL - ≤ 360 mL,$0.0052
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 360 mL - ≤ 500 mL,$0.0040
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 500 mL - ≤ 1000 mL,$0.0023
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 1000 mL - ≤ 3785 mL,$0.0017
STFP-011-761-2025,,761,"PERÓXIDO DE HIDRÓGENO
(AGUA OXIGENADA)",LÍQUIDO CUTÁNEO,LCU-01,3% (10 Volúmenes),> 3785 mL,$0.0027
STFP-007-698-2021,,698,PERTUZUMAB,LÍQUIDO PARENTERAL,LPA-02,420 mg/14 ml - (30 mg/ml),-,"$2,353.9211"
STFP-006-702-2021,,702,PERTUZUMAB + TRASTUZUMAB,LÍQUIDO PARENTERAL,LPA-02,(600 mg + 600 mg)/10 ml,-,"$4,458.2400"
STFP-007-703-2021,,703,PERTUZUMAB + TRASTUZUMAB,LÍQUIDO PARENTERAL,LPA-02,(1200 mg + 600 mg)/15 ml,-,"$8,140.0000"
STFP-002-748-2024,,748,PIMAVANSERINA,SÓLIDO ORAL,SOR-01,34 mg,-,$3.0000
Resolución 10 (Anexo A),1499,,PIPERACILINA + TAZOBACTAM,SÓLIDO PARENTERAL,SPA-04,"4 g + 0,5 g",-,$22.8600
